Alaska,AK,Adak,,,,,,,,99546,51.82944,-176.63,America/Adak,HST,-10,,,,,,,,,,,
Alaska,AK,Akhiok,,,,,,,,,63.34619,-152.837,,,,,,,,,,,,,,
Alaska,AK,Akiachak,,,,,,,,99551,60.91227,-161.401,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Akiak,,,,,,,,99552,60.91222,-161.214,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Akutan,,,,,,,,99553,54.13556,-165.773,America/Nome,AKST,-9,,,,,,,,,,,
Alaska,AK,Alakanuk,,,,,,,,99554,62.68889,-164.615,America/Nome,AKST,-9,,,,,,,,,,,
Alaska,AK,Alcan,,,,,,,,,0,0,,,,,,,,,,,,,,
Alaska,AK,Aleknagik,,,,,,,,99555,59.27306,-158.618,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Allakaket,,,,,,,,99720,66.56556,-152.646,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Ambler,,,,,,,,99786,67.08611,-157.851,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Amchitka,,,,,,,,,63.34619,-152.837,,,,,,,,,,,,,,
Alaska,AK,Anaktuvuk Pass,,,,,,,,99721,68.14333,-151.736,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Anchor Point,,,,,,,,99556,59.83712,-151.708,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Anchorage,,,,,,,,99504###99524###99501###99502###99503###99521###99695###99517###99518###99519###99520###99599###99522###99523###99529###99516###99515###99514###99507###99508###99509###99510###99511###99513###99530,61.22002,-149.856,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Anderson,,,,,,,,99744,64.34417,-149.187,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Angoon,,,,,,,,99820,57.50053,-134.586,America/Juneau,AKST,-9,,,,,,,,,,,
Alaska,AK,Aniak,,,,,,,,99557,61.42012,-156.044,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Annette,,,,,,,,,0,0,,,,,,,,,,,,,,
Alaska,AK,Anvik,,,,,,,,99558,62.65611,-160.207,America/Anchorage,AKST,-9,,,,,,,,,,,
Alaska,AK,Arctic Village,,,,,,,,99722,68.12694,-145.538,America/Anchorage,AKST,-9,,,,,,,,,,,
